"","geometry"
"12087",c(25.55667, -80.10167)
"12088",c(25.62667, -80.09167)
"12089",c(25.41167, -80.18667)
"12090",c(25.12333, -80.2975)
"12091",c(25.12333, -80.2975)
"12092",c(25.01783, -80.40783)
"12093",c(25.475, -80.11333)
"12094",c(25.55667, -80.10167)
"12095",c(25.62667, -80.09167)
"12096",c(25.31833, -80.18333)
"12097",c(25.385, -80.165)
"12098",c(25.41167, -80.18667)
"12099",c(25.11183, -80.303)
"12100",c(24.615, -81.394)
"12101",c(24.54633, -81.40833)
"12102",c(25.55667, -80.10167)
"12103",c(25.34, -80.165)
"12104",c(25.11183, -80.303)
"12105",c(25.11183, -80.303)
"12106",c(25.11183, -80.303)
"12107",c(25.11183, -80.303)
"12108",c(25.12333, -80.2975)
"12109",c(24.85217, -80.6215)
"12110",c(25.11183, -80.303)
"12111",c(24.85217, -80.6215)
"12112",c(24.85217, -80.6215)
"12113",c(24.85217, -80.6215)
"12114",c(24.85217, -80.6215)
"12115",c(24.85217, -80.6215)
"12116",c(24.95333, -80.4581)
"12117",c(24.95333, -80.4581)
"12118",c(24.95333, -80.4581)
"12119",c(24.95333, -80.4581)
"12120",c(25.46333, -80.16833)
"12121",c(25.46333, -80.16833)
"12122",c(25.46333, -80.16833)
"12123",c(25.46333, -80.16833)
"12124",c(25.46333, -80.16833)
"12125",c(25.46333, -80.16833)
"12126",c(24.63233, -81.08967)
"12127",c(24.63233, -81.08967)
"12128",c(24.63233, -81.08967)
"12129",c(24.63233, -81.08967)
"12130",c(24.628, -81.11)
"12131",c(24.63233, -81.08967)
"12132",c(24.628, -81.11)
"12133",c(24.628, -81.11)
"12134",c(24.628, -81.11)
"12135",c(24.628, -81.11)
"12136",c(24.628, -81.11)
"12137",c(24.45433, -81.8775)
"12138",c(24.45433, -81.8775)
"12139",c(24.45433, -81.8775)
"12140",c(24.45433, -81.8775)
"12141",c(24.45433, -81.8775)
"12142",c(25.22483, -80.21167)
"12143",c(25.22483, -80.21167)
"12144",c(25.22483, -80.21167)
"12145",c(25.22483, -80.21167)
"12146",c(25.22483, -80.21167)
"12147",c(25.22483, -80.21167)
"12148",c(25.22483, -80.21167)
"12149",c(24.63233, -81.08967)
"12150",c(25.22483, -80.21167)
"12151",c(24.90817, -80.52517)
"12152",c(24.90817, -80.52517)
"12153",c(24.90817, -80.52517)
"12154",c(24.95333, -80.4581)
"12155",c(25.46333, -80.16833)
"12156",c(24.45433, -81.8775)
"12157",c(24.90817, -80.52517)
"12158",c(24.90817, -80.52517)
"12159",c(24.95333, -80.4581)
"12160",c(25.22483, -80.21167)
"12161",c(24.90817, -80.52517)
"12162",c(25.14483, -80.25883)
"12163",c(25.14483, -80.25883)
"12164",c(25.14483, -80.25883)
"12165",c(25.03617, -80.35083)
"12166",c(25.14483, -80.25883)
"12167",c(25.14483, -80.25883)
"12168",c(25.14483, -80.25883)
"12169",c(25.03617, -80.35083)
"12170",c(25.012, -80.37667)
"12171",c(25.012, -80.37667)
"12172",c(25.03617, -80.35083)
"12173",c(25.012, -80.37667)
"12174",c(25.03617, -80.35083)
"12175",c(25.012, -80.37667)
"12176",c(25.012, -80.37667)
"12177",c(25.012, -80.37667)
"12178",c(25.03617, -80.35083)
"12179",c(25.03617, -80.35083)
"12180",c(25.211, -80.22)
"12181",c(25.211, -80.22)
"12182",c(25.211, -80.22)
"12183",c(25.211, -80.22)
"12184",c(25.211, -80.22)
"12185",c(24.454, -81.85717)
"12186",c(25.211, -80.22)
"12187",c(24.454, -81.85717)
"12188",c(24.454, -81.85717)
"12189",c(24.454, -81.85717)
"12190",c(24.454, -81.85717)
"12191",c(24.454, -81.85717)
"12192",c(25.48667, -80.15)
"12193",c(25.06933, -80.37567)
"12194",c(25.06933, -80.37567)
"12195",c(25.48667, -80.15)
"12196",c(25.06933, -80.37567)
"12197",c(25.48667, -80.15)
"12198",c(25.06933, -80.37567)
"12199",c(25.48667, -80.15)
"12200",c(25.06933, -80.37567)
"12201",c(25.20667, -80.28433)
"12202",c(25.20667, -80.28433)
"12203",c(25.06933, -80.37567)
"12204",c(25.20667, -80.28433)
"12205",c(25.20667, -80.28433)
"12206",c(24.92267, -80.50567)
"12207",c(25.20667, -80.28433)
"12208",c(24.92267, -80.50567)
"12209",c(25.20667, -80.28433)
"12210",c(24.92267, -80.50567)
"12211",c(24.92267, -80.50567)
"12212",c(24.49133, -81.664)
"12213",c(24.49133, -81.664)
"12214",c(24.92267, -80.50567)
"12215",c(24.49133, -81.664)
"12216",c(24.49133, -81.664)
"12217",c(24.48783, -81.6755)
"12218",c(24.48783, -81.6755)
"12219",c(24.49133, -81.664)
"12220",c(24.49133, -81.664)
"12221",c(24.48183, -81.706)
"12222",c(24.48783, -81.6755)
"12223",c(24.48783, -81.6755)
"12224",c(24.48183, -81.706)
"12225",c(24.48783, -81.6755)
"12226",c(24.48783, -81.6755)
"12227",c(24.48183, -81.706)
"12228",c(24.48183, -81.706)
"12229",c(24.48183, -81.706)
"12230",c(24.481, -81.71233)
"12231",c(24.48183, -81.706)
"12232",c(24.481, -81.71233)
"12233",c(24.481, -81.71233)
"12234",c(24.481, -81.71233)
"12235",c(24.54633, -81.40833)
"12236",c(24.481, -81.71233)
"12237",c(24.54633, -81.40833)
"12238",c(24.54633, -81.40833)
"12239",c(24.481, -81.71233)
"12240",c(24.54633, -81.40833)
"12241",c(24.54683, -81.40433)
"12242",c(24.54683, -81.40433)
"12243",c(24.54633, -81.40833)
"12244",c(24.54683, -81.40433)
"12245",c(24.54633, -81.40833)
"12246",c(24.54683, -81.40433)
"12247",c(24.54683, -81.40433)
"12248",c(24.54683, -81.40433)
"12249",c(25.395, -80.13167)
"12250",c(25.475, -80.11333)
"12251",c(25.395, -80.13167)
"12252",c(25.395, -80.13167)
"12253",c(25.395, -80.13167)
"12254",c(25.475, -80.11333)
"12255",c(25.475, -80.11333)
"12256",c(25.475, -80.11333)
"12257",c(25.475, -80.11333)
"12258",c(25.475, -80.11333)
"12259",c(25.31833, -80.18333)
"12260",c(25.385, -80.165)
"12261",c(25.31833, -80.18333)
"12262",c(25.31833, -80.18333)
"12263",c(25.31833, -80.18333)
"12264",c(25.31833, -80.18333)
"12265",c(25.385, -80.165)
"12266",c(25.31833, -80.18333)
"12267",c(25.385, -80.165)
"12268",c(25.385, -80.165)
"12269",c(25.215, -80.27983)
"12270",c(25.215, -80.27983)
"12271",c(25.385, -80.165)
"12272",c(25.2165, -80.28683)
"12273",c(25.385, -80.165)
"12274",c(25.215, -80.27983)
"12275",c(25.2165, -80.28683)
"12276",c(25.215, -80.27983)
"12277",c(25.215, -80.27983)
"12278",c(25.215, -80.27983)
"12279",c(25.2165, -80.28683)
"12280",c(25.0725, -80.3795)
"12281",c(25.0725, -80.3795)
"12282",c(25.2165, -80.28683)
"12283",c(25.2165, -80.28683)
"12284",c(25.0725, -80.3795)
"12285",c(25.0725, -80.3795)
"12286",c(25.0725, -80.3795)
"12287",c(25.2165, -80.28683)
"12288",c(25.06733, -80.39)
"12289",c(25.06733, -80.39)
"12290",c(25.0725, -80.3795)
"12291",c(25.06733, -80.39)
"12292",c(25.06733, -80.39)
"12293",c(24.95333, -80.4581)
"12294",c(24.95333, -80.4581)
"12295",c(24.95333, -80.4581)
"12296",c(25.06733, -80.39)
"12297",c(25.06733, -80.39)
"12298",c(24.95333, -80.4581)
"12299",c(25.7025, -80.098)
"12300",c(25.7025, -80.098)
"12301",c(25.7025, -80.098)
"12302",c(25.7025, -80.098)
"12303",c(24.45433, -81.8775)
"12304",c(24.45433, -81.8775)
"12305",c(24.45433, -81.8775)
"12306",c(24.45433, -81.8775)
"12307",c(24.45433, -81.8775)
"12308",c(25.22483, -80.21167)
"12309",c(25.22483, -80.21167)
"12310",c(24.45433, -81.8775)
"12311",c(25.22483, -80.21167)
"12312",c(25.22483, -80.21167)
"12313",c(25.14483, -80.25883)
"12314",c(25.22483, -80.21167)
"12315",c(25.14483, -80.25883)
"12316",c(25.14483, -80.25883)
"12317",c(25.14483, -80.25883)
"12318",c(25.03617, -80.35083)
"12319",c(25.14483, -80.25883)
"12320",c(25.14483, -80.25883)
"12321",c(25.03617, -80.35083)
"12322",c(25.03617, -80.35083)
"12323",c(25.03617, -80.35083)
"12324",c(25.03617, -80.35083)
"12325",c(25.03617, -80.35083)
"12326",c(25.012, -80.37667)
"12327",c(25.012, -80.37667)
"12328",c(25.012, -80.37667)
"12329",c(25.012, -80.37667)
"12330",c(25.012, -80.37667)
"12331",c(25.012, -80.37667)
"12332",c(25.475, -80.11333)
"12333",c(24.74433, -80.78033)
"12334",c(25.475, -80.11333)
"12335",c(24.74433, -80.78033)
"12336",c(24.74433, -80.78033)
"12337",c(24.74433, -80.78033)
"12338",c(24.74433, -80.78033)
"12339",c(24.74433, -80.78033)
"12340",c(24.74433, -80.78033)
"12341",c(24.74433, -80.78033)
"12342",c(24.9875, -80.4144)
"12343",c(24.9875, -80.4144)
"12344",c(24.74433, -80.78033)
"12345",c(24.74433, -80.78033)
"12346",c(24.74433, -80.78033)
"12347",c(24.9875, -80.4144)
"12348",c(24.9875, -80.4144)
"12349",c(24.9875, -80.4144)
"12350",c(24.9875, -80.4144)
"12351",c(24.9875, -80.4144)
"12352",c(24.9875, -80.4144)
"12353",c(24.9875, -80.4144)
"12354",c(24.9875, -80.4144)
"12355",c(25.58667, -80.09217)
"12356",c(24.9875, -80.4144)
"12357",c(24.5925, -81.2175)
"12358",c(25.58667, -80.09217)
"12359",c(25.58667, -80.09217)
"12360",c(24.5925, -81.2175)
"12361",c(25.58667, -80.09217)
"12362",c(24.5925, -81.2175)
"12363",c(24.52317, -81.51833)
"12364",c(24.5925, -81.2175)
"12365",c(24.52317, -81.51833)
"12366",c(24.52317, -81.51833)
"12367",c(24.52317, -81.51833)
"12368",c(24.52317, -81.51833)
"12369",c(24.52317, -81.51833)
"12370",c(24.52317, -81.51833)
"12371",c(24.52317, -81.51833)
"12372",c(24.52317, -81.51833)
"12373",c(24.52317, -81.51833)
"12374",c(24.7655, -80.7565)
"12375",c(24.7655, -80.7565)
"12376",c(24.7655, -80.7565)
"12377",c(24.7655, -80.7565)
"12378",c(24.7655, -80.7565)
"12379",c(25.211, -80.22)
"12380",c(24.7655, -80.7565)
"12381",c(25.211, -80.22)
"12382",c(25.211, -80.22)
"12383",c(25.211, -80.22)
"12384",c(25.211, -80.22)
"12385",c(25.211, -80.22)
"12386",c(24.45867, -81.8445)
"12387",c(24.45867, -81.8445)
"12388",c(24.45867, -81.8445)
"12389",c(24.45867, -81.8445)
"12390",c(24.45867, -81.8445)
"12391",c(24.55417, -81.68133)
"12392",c(24.45867, -81.8445)
"12393",c(24.55417, -81.68133)
"12394",c(24.55417, -81.68133)
"12395",c(24.55417, -81.68133)
"12396",c(24.55383, -81.68717)
"12397",c(24.55383, -81.68717)
"12398",c(24.55383, -81.68717)
"12399",c(24.55383, -81.68717)
"12400",c(24.55383, -81.68717)
"12401",c(24.55383, -81.68717)
"12402",c(24.53583, -81.79833)
"12403",c(24.55383, -81.68717)
"12404",c(24.55383, -81.68717)
"12405",c(24.50167, -81.63167)
"12406",c(24.50167, -81.63167)
"12407",c(24.50167, -81.63167)
"12408",c(24.50167, -81.63167)
"12409",c(24.454, -81.85717)
"12410",c(24.53583, -81.79833)
"12411",c(24.50167, -81.63167)
"12412",c(24.53583, -81.79833)
"12413",c(24.454, -81.85717)
"12414",c(24.454, -81.85717)
"12415",c(24.53583, -81.79833)
"12416",c(24.454, -81.85717)
"12417",c(24.454, -81.85717)
"12418",c(24.454, -81.85717)
"12419",c(25.06933, -80.37567)
"12420",c(25.06933, -80.37567)
"12421",c(25.06933, -80.37567)
"12422",c(25.06933, -80.37567)
"12423",c(25.06933, -80.37567)
"12424",c(25.20667, -80.28433)
"12425",c(25.06933, -80.37567)
"12426",c(25.20667, -80.28433)
"12427",c(24.9343, -80.55)
"12428",c(25.20667, -80.28433)
"12429",c(24.9343, -80.55)
"12430",c(25.20667, -80.28433)
"12431",c(24.9343, -80.55)
"12432",c(25.1545, -80.28817)
"12433",c(24.9343, -80.55)
"12434",c(24.9343, -80.55)
"12435",c(25.1545, -80.28817)
"12436",c(24.9343, -80.55)
"12437",c(25.1545, -80.28817)
"12438",c(25.1545, -80.28817)
"12439",c(25.1545, -80.28817)
"12440",c(25.1545, -80.28817)
"12441",c(25.28383, -80.206)
"12442",c(25.28383, -80.206)
"12443",c(25.28383, -80.206)
"12444",c(24.49133, -81.664)
"12445",c(25.28383, -80.206)
"12446",c(25.28383, -80.206)
"12447",c(25.28383, -80.206)
"12448",c(24.49133, -81.664)
"12449",c(24.49133, -81.664)
"12450",c(24.49133, -81.664)
"12451",c(24.48183, -81.706)
"12452",c(24.48183, -81.706)
"12453",c(24.48783, -81.6755)
"12454",c(24.48783, -81.6755)
"12455",c(24.48783, -81.6755)
"12456",c(24.48183, -81.706)
"12457",c(24.48183, -81.706)
"12458",c(24.48183, -81.706)
"12459",c(24.481, -81.71233)
"12460",c(24.48183, -81.706)
"12461",c(24.481, -81.71233)
"12462",c(24.48183, -81.706)
"12463",c(24.48183, -81.706)
"12464",c(24.481, -81.71233)
"12465",c(24.48183, -81.706)
"12466",c(24.481, -81.71233)
"12467",c(24.481, -81.71233)
"12468",c(24.481, -81.71233)
"12469",c(24.481, -81.71233)
"12470",c(24.481, -81.71233)
"12471",c(24.481, -81.71233)
"12472",c(24.481, -81.71233)
"12473",c(24.481, -81.71233)
"12474",c(24.481, -81.71233)
"12475",c(24.481, -81.71233)
"12476",c(24.481, -81.71233)
"12477",c(24.481, -81.71233)
"12478",c(24.481, -81.71233)
"12479",c(24.481, -81.71233)
"12480",c(24.481, -81.71233)
"12481",c(25.395, -80.13167)
"12482",c(24.481, -81.71233)
"12483",c(24.481, -81.71233)
"12484",c(25.395, -80.13167)
"12485",c(25.395, -80.13167)
"12486",c(24.481, -81.71233)
"12487",c(25.395, -80.13167)
"12488",c(25.395, -80.13167)
"12489",c(25.395, -80.13167)
"12490",c(25.395, -80.13167)
"12491",c(25.475, -80.11333)
"12492",c(25.395, -80.13167)
"12493",c(25.475, -80.11333)
"12494",c(25.395, -80.13167)
"12495",c(25.475, -80.11333)
"12496",c(25.395, -80.13167)
"12497",c(25.475, -80.11333)
"12498",c(25.475, -80.11333)
"12499",c(25.475, -80.11333)
"12500",c(25.475, -80.11333)
"12501",c(25.55667, -80.10167)
"12502",c(25.475, -80.11333)
"12503",c(25.55667, -80.10167)
"12504",c(25.62667, -80.09167)
"12505",c(25.55667, -80.10167)
"12506",c(25.55667, -80.10167)
"12507",c(25.62667, -80.09167)
"12508",c(25.62667, -80.09167)
"12509",c(25.62667, -80.09167)
"12510",c(25.31833, -80.18333)
"12511",c(25.31833, -80.18333)
"12512",c(25.31833, -80.18333)
"12513",c(25.31833, -80.18333)
"12514",c(25.34, -80.165)
"12515",c(25.34, -80.165)
"12516",c(25.34, -80.165)
"12517",c(25.34, -80.165)
"12518",c(25.385, -80.165)
"12519",c(25.385, -80.165)
"12520",c(25.385, -80.165)
"12521",c(25.385, -80.165)
"12522",c(25.385, -80.165)
"12523",c(25.41, -80.15167)
"12524",c(25.385, -80.165)
"12525",c(25.41, -80.15167)
"12526",c(25.41, -80.15167)
"12527",c(25.41, -80.15167)
"12528",c(25.41167, -80.18667)
"12529",c(25.41167, -80.18667)
"12530",c(25.41167, -80.18667)
"12531",c(25.03967, -80.37133)
"12532",c(25.41, -80.15167)
"12533",c(25.41, -80.15167)
"12534",c(25.03967, -80.37133)
"12535",c(25.41167, -80.18667)
"12536",c(25.03967, -80.37133)
"12537",c(25.11183, -80.303)
"12538",c(25.11183, -80.303)
"12539",c(25.11183, -80.303)
"12540",c(25.11183, -80.303)
"12541",c(25.11183, -80.303)
"12542",c(24.85217, -80.6215)
"12543",c(25.11183, -80.303)
"12544",c(24.85217, -80.6215)
"12545",c(24.85217, -80.6215)
"12546",c(24.85217, -80.6215)
"12547",c(24.85217, -80.6215)
"12548",c(24.85217, -80.6215)
"12549",c(24.85217, -80.6215)
"12550",c(24.85217, -80.6215)
"12551",c(24.85217, -80.6215)
"12552",c(25.215, -80.27983)
"12553",c(24.85217, -80.6215)
"12554",c(25.215, -80.27983)
"12555",c(25.2165, -80.28683)
"12556",c(25.215, -80.27983)
"12557",c(25.2165, -80.28683)
"12558",c(25.2165, -80.28683)
"12559",c(25.215, -80.27983)
"12560",c(25.2165, -80.28683)
"12561",c(25.0725, -80.3795)
"12562",c(25.0725, -80.3795)
"12563",c(25.2165, -80.28683)
"12564",c(25.0725, -80.3795)
"12565",c(25.0725, -80.3795)
"12566",c(25.0725, -80.3795)
"12567",c(25.06733, -80.39)
"12568",c(25.0725, -80.3795)
"12569",c(25.06733, -80.39)
"12570",c(25.06733, -80.39)
"12571",c(24.95333, -80.4581)
"12572",c(24.95333, -80.4581)
"12573",c(24.95333, -80.4581)
"12574",c(25.06733, -80.39)
"12575",c(25.06733, -80.39)
"12576",c(25.06733, -80.39)
"12577",c(24.95333, -80.4581)
"12578",c(25.46333, -80.16833)
"12579",c(24.45433, -81.8775)
"12580",c(25.46333, -80.16833)
"12581",c(24.95333, -80.4581)
"12582",c(24.45433, -81.8775)
"12583",c(24.95333, -80.4581)
"12584",c(25.46333, -80.16833)
"12585",c(25.46333, -80.16833)
"12586",c(24.45433, -81.8775)
"12587",c(24.45433, -81.8775)
"12588",c(24.45433, -81.8775)
"12589",c(24.45433, -81.8775)
"12590",c(24.45433, -81.8775)
"12591",c(25.22483, -80.21167)
"12592",c(24.45433, -81.8775)
"12593",c(24.45433, -81.8775)
"12594",c(24.45433, -81.8775)
"12595",c(24.45433, -81.8775)
"12596",c(25.22483, -80.21167)
"12597",c(25.22483, -80.21167)
"12598",c(25.22483, -80.21167)
"12599",c(25.22483, -80.21167)
"12600",c(25.22483, -80.21167)
"12601",c(25.22483, -80.21167)
"12602",c(25.14483, -80.25883)
"12603",c(25.22483, -80.21167)
"12604",c(25.22483, -80.21167)
"12605",c(25.22483, -80.21167)
"12606",c(25.14483, -80.25883)
"12607",c(25.22483, -80.21167)
"12608",c(25.14483, -80.25883)
"12609",c(25.14483, -80.25883)
"12610",c(25.012, -80.37667)
"12611",c(25.012, -80.37667)
"12612",c(25.14483, -80.25883)
"12613",c(25.012, -80.37667)
"12614",c(25.14483, -80.25883)
"12615",c(25.012, -80.37667)
"12616",c(25.012, -80.37667)
"12617",c(25.012, -80.37667)
"12618",c(24.54563, -81.40778)
"12619",c(24.54563, -81.40778)
"12620",c(24.54563, -81.40778)
"12621",c(24.54563, -81.40778)
"12622",c(24.54563, -81.40778)
"12623",c(24.54563, -81.40778)
"12624",c(25.06933, -80.37567)
"12625",c(25.06933, -80.37567)
"12626",c(25.06933, -80.37567)
"12627",c(25.06933, -80.37567)
"12628",c(25.06933, -80.37567)
"12629",c(25.06933, -80.37567)
"12630",c(25.20667, -80.28433)
"12631",c(24.92267, -80.50567)
"12632",c(25.20667, -80.28433)
"12633",c(25.20667, -80.28433)
"12634",c(25.20667, -80.28433)
"12635",c(25.20667, -80.28433)
"12636",c(25.20667, -80.28433)
"12637",c(24.92267, -80.50567)
"12638",c(24.54633, -81.40833)
"12639",c(24.92267, -80.50567)
"12640",c(24.54633, -81.40833)
"12641",c(24.54633, -81.40833)
"12642",c(24.54633, -81.40833)
"12643",c(24.54633, -81.40833)
"12644",c(24.54633, -81.40833)
"12645",c(24.54633, -81.40833)
"12646",c(24.54633, -81.40833)
"12647",c(24.54633, -81.40833)
"12648",c(24.54633, -81.40833)
"12649",c(25.12333, -80.2975)
"12650",c(24.54633, -81.40833)
"12651",c(24.54633, -81.40833)
"12652",c(24.54633, -81.40833)
"12653",c(24.54633, -81.40833)
"12654",c(25.12333, -80.2975)
"12655",c(25.12333, -80.2975)
"12656",c(25.12333, -80.2975)
"12657",c(25.215, -80.27983)
"12658",c(25.215, -80.27983)
"12659",c(25.215, -80.27983)
"12660",c(25.215, -80.27983)
"12661",c(25.215, -80.27983)
"12662",c(25.2165, -80.28683)
"12663",c(25.2165, -80.28683)
"12664",c(25.2165, -80.28683)
"12665",c(25.2165, -80.28683)
"12666",c(25.215, -80.27983)
"12667",c(25.2165, -80.28683)
"12668",c(25.0725, -80.3795)
"12669",c(25.2165, -80.28683)
"12670",c(25.0725, -80.3795)
"12671",c(25.0725, -80.3795)
"12672",c(25.06733, -80.39)
"12673",c(25.0725, -80.3795)
"12674",c(25.06733, -80.39)
"12675",c(25.06733, -80.39)
"12676",c(25.06733, -80.39)
"12677",c(25.0725, -80.3795)
"12678",c(24.95333, -80.4581)
"12679",c(24.95333, -80.4581)
"12680",c(25.0725, -80.3795)
"12681",c(24.95333, -80.4581)
"12682",c(24.63233, -81.08967)
"12683",c(24.95333, -80.4581)
"12684",c(25.06733, -80.39)
"12685",c(25.06733, -80.39)
"12686",c(24.95333, -80.4581)
"12687",c(24.63233, -81.08967)
"12688",c(24.63233, -81.08967)
"12689",c(24.45433, -81.8775)
"12690",c(24.63233, -81.08967)
"12691",c(24.628, -81.11)
"12692",c(24.628, -81.11)
"12693",c(24.628, -81.11)
"12694",c(24.45433, -81.8775)
"12695",c(24.63233, -81.08967)
"12696",c(24.45433, -81.8775)
"12697",c(24.628, -81.11)
"12698",c(24.63233, -81.08967)
"12699",c(24.628, -81.11)
"12700",c(24.45433, -81.8775)
"12701",c(25.22483, -80.21167)
"12702",c(24.628, -81.11)
"12703",c(24.45433, -81.8775)
"12704",c(24.45433, -81.8775)
"12705",c(24.45433, -81.8775)
"12706",c(24.90817, -80.52517)
"12707",c(25.22483, -80.21167)
"12708",c(24.90817, -80.52517)
"12709",c(24.90817, -80.52517)
"12710",c(25.22483, -80.21167)
"12711",c(24.90817, -80.52517)
"12712",c(24.90817, -80.52517)
"12713",c(24.90817, -80.52517)
"12714",c(24.90817, -80.52517)
"12715",c(24.90817, -80.52517)
"12716",c(24.90817, -80.52517)
"12717",c(24.90817, -80.52517)
"12718",c(24.90817, -80.52517)
"12719",c(24.90817, -80.52517)
"12720",c(24.90817, -80.52517)
"12721",c(25.14483, -80.25883)
"12722",c(25.14483, -80.25883)
"12723",c(25.03617, -80.35083)
"12724",c(25.14483, -80.25883)
"12725",c(25.14483, -80.25883)
"12726",c(25.14483, -80.25883)
"12727",c(25.03617, -80.35083)
"12728",c(25.14483, -80.25883)
"12729",c(25.03617, -80.35083)
"12730",c(25.03617, -80.35083)
"12731",c(25.03617, -80.35083)
"12732",c(25.03617, -80.35083)
"12733",c(25.03617, -80.35083)
"12734",c(25.03617, -80.35083)
"12735",c(25.012, -80.37667)
"12736",c(25.03617, -80.35083)
"12737",c(25.012, -80.37667)
"12738",c(25.012, -80.37667)
"12739",c(25.012, -80.37667)
"12740",c(25.012, -80.37667)
"12741",c(25.012, -80.37667)
"12742",c(25.012, -80.37667)
"12743",c(25.012, -80.37667)
"12744",c(25.012, -80.37667)
"12745",c(25.012, -80.37667)
"12746",c(25.012, -80.37667)
"12747",c(25.012, -80.37667)
"12748",c(25.012, -80.37667)
"12749",c(25.012, -80.37667)
"12750",c(25.012, -80.37667)
"12751",c(25.466117, -80.13095)
"12752",c(25.157717, -80.240217)
"12753",c(25.096283, -80.301183)
"12754",c(24.565233, -81.394533)
"12755",c(24.989317, -80.408183)
"12756",c(25.230833, -80.199283)
"12757",c(25.267783, -80.178383)
"12758",c(25.2679, -80.178433)
"12759",c(24.71915, -80.842617)
"12760",c(24.618517, -81.131567)
"12761",c(24.607267, -81.18325)
"12762",c(25.46895, -80.137817)
"12763",c(25.096383, -80.30115)
"12764",c(25.219583, -80.231467)
"12765",c(24.550583, -81.445317)
"12766",c(25.036533, -80.344867)
"12767",c(24.9381, -80.4708)
"12768",c(24.6593, -81.006467)
"12769",c(25.034667, -80.34525)
"12770",c(25.2222, -80.200167)
"12771",c(24.689733, -81.03055)
"12772",c(25.034883, -80.345317)
"12773",c(24.689733, -81.03055)
"12774",c(24.548967, -81.4435)
"12775",c(25.22775, -80.20115)
"12776",c(25.018517, -80.365367)
"12777",c(25.016333, -80.366833)
"12778",c(25.036283, -80.344817)
"12779",c(25.217433, -80.214083)
"12780",c(25.036417, -80.347433)
"12781",c(25.148033, -80.2633)
"12782",c(25.1501, -80.259433)
"12783",c(25.216467, -80.22085)
"12784",c(25.016633, -80.36825)
"12785",c(25.037767, -80.346717)
"12786",c(25.018517, -80.367467)
"12787",c(25.147367, -80.25465)
"12788",c(25.148033, -80.2633)
"12789",c(25.23275, -80.209867)
"12790",c(25.215767, -80.221617)
"12791",c(25.142017, -80.25855)
"12792",c(24.684283, -80.96935)
"12793",c(24.56535, -81.394533)
"12794",c(25.38775, -80.153767)
"12795",c(25.230967, -80.19945)
"12796",c(24.98935, -80.408133)
"12797",c(25.46615, -80.130817)
"12798",c(25.387733, -80.1537)
"12799",c(25.468967, -80.137917)
